sentence,original_label,original_book,book_Anna_Karenina,book_Frankenstein,book_The_Adventures_of_Alice_in_Wonderland,book_Wuthering_Heights
"We heard him mount the stairs directly; he did not proceed to his ordinary chamber, but turned into that with the panelled bed: its window, as I mentioned before, is wide enough for anybody to get through; and it struck me that he plotted another midnight excursion, of which he had rather we had no suspicion.",2,Wuthering Heights,0,0,0,1
Is he a ghoul or a vampire?,2,Wuthering Heights,0,0,0,1
I mused.,2,Wuthering Heights,1,1,0,1
I had read of such hideous incarnate demons.,2,Wuthering Heights,0,0,0,1
"And then I set myself to reflect how I had tended him in infancy, and watched him grow to youth, and followed him almost through his whole course; and what absurd nonsense it was to yield to that sense of horror.",2,Wuthering Heights,0,0,0,1
"But where did he come from, the little dark thing, harboured by a good man to his bane?",2,Wuthering Heights,0,0,0,1
"muttered Superstition, as I dozed into unconsciousness.",2,Wuthering Heights,0,0,0,1
"And I began, half dreaming, to weary myself with imagining some fit parentage for him; and, repeating my waking meditations, I tracked his existence over again, with grim variations; at last, picturing his death and funeral: of which, all I can remember is, being exceedingly vexed at having the task of dictating an inscription for his monument, and consulting the sexton about it; and, as he had no surname, and we could not tell his age, we were obliged to content ourselves with the single word, Heathcliff.",2,Wuthering Heights,0,0,0,1
That came true: we were.,2,Wuthering Heights,0,0,1,1
"If you enter the kirkyard, you ll read, on his headstone, only that, and the date of his death.",2,Wuthering Heights,0,0,0,1
Dawn restored me to common sense.,2,Wuthering Heights,0,0,0,1
"I rose, and went into the garden, as soon as I could see, to ascertain if there were any footmarks under his window.",2,Wuthering Heights,0,0,0,1
There were none.,2,Wuthering Heights,1,1,0,1
"He has stayed at home, I thought, and he ll be all right to-day.",2,Wuthering Heights,1,0,0,1
"I prepared breakfast for the household, as was my usual custom, but told Hareton and Catherine to get theirs ere the master came down, for he lay late.",2,Wuthering Heights,0,0,0,1
"They preferred taking it out of doors, under the trees, and I set a little table to accommodate them.",2,Wuthering Heights,0,0,0,1
"On my re-entrance, I found Mr. Heathcliff below.",2,Wuthering Heights,0,0,0,1
"He and Joseph were conversing about some farming business; he gave clear, minute directions concerning the matter discussed, but he spoke rapidly, and turned his head continually aside, and had the same excited expression, even more exaggerated.",2,Wuthering Heights,0,0,0,1
"When Joseph quitted the room he took his seat in the place he generally chose, and I put a basin of coffee before him.",2,Wuthering Heights,0,0,0,1
"He drew it nearer, and then rested his arms on the table, and looked at the opposite wall, as I supposed, surveying one particular portion, up and down, with glittering, restless eyes, and with such eager interest that he stopped breathing during half a minute together.",2,Wuthering Heights,0,0,0,1
"Come now, I exclaimed, pushing some bread against his hand, eat and drink that, while it is hot: it has been waiting near an hour.",2,Wuthering Heights,1,0,0,1
"He didn t notice me, and yet he smiled.",2,Wuthering Heights,0,0,0,1
I d rather have seen him gnash his teeth than smile so.,2,Wuthering Heights,0,0,0,1
Mr. Heathcliff!,2,Wuthering Heights,0,0,0,1
master!,2,Wuthering Heights,1,0,0,1
"I cried, don t, for God s sake, stare as if you saw an unearthly vision.",2,Wuthering Heights,0,0,0,1
"Don t, for God s sake, shout so loud, he replied.",2,Wuthering Heights,1,1,0,1
"Turn round, and tell me, are we by ourselves?",2,Wuthering Heights,0,0,0,1
"Of course, was my answer; of course we are.",2,Wuthering Heights,0,0,1,1
"Still, I involuntarily obeyed him, as if I was not quite sure.",2,Wuthering Heights,0,0,0,1
"With a sweep of his hand he cleared a vacant space in front among the breakfast things, and leant forward to gaze more at his ease.",2,Wuthering Heights,0,0,0,1
"Now, I perceived he was not looking at the wall; for when I regarded him alone, it seemed exactly that he gazed at something within two yards distance.",2,Wuthering Heights,0,0,0,1
"And whatever it was, it communicated, apparently, both pleasure and pain in exquisite extremes: at least the anguished, yet raptured, expression of his countenance suggested that idea.",2,Wuthering Heights,1,0,0,1
"The fancied object was not fixed, either: his eyes pursued it with unwearied diligence, and, even in speaking to me, were never weaned away.",2,Wuthering Heights,0,0,0,1
"I vainly reminded him of his protracted abstinence from food: if he stirred to touch anything in compliance with my entreaties, if he stretched his hand out to get a piece of bread, his fingers clenched before they reached it, and remained on the table, forgetful of their aim.",2,Wuthering Heights,0,0,0,1
"I sat, a model of patience, trying to attract his absorbed attention from its engrossing speculation; till he grew irritable, and got up, asking why I would not allow him to have his own time in taking his meals?",2,Wuthering Heights,0,0,0,1
and saying that on the next occasion I needn t wait: I might set the things down and go.,2,Wuthering Heights,0,0,0,1
"Having uttered these words he left the house, slowly sauntered down the garden path, and disappeared through the gate.",2,Wuthering Heights,0,0,0,1
The hours crept anxiously by: another evening came.,2,Wuthering Heights,0,0,0,1
"I did not retire to rest till late, and when I did, I could not sleep.",2,Wuthering Heights,0,0,0,1
"He returned after midnight, and, instead of going to bed, shut himself into the room beneath.",2,Wuthering Heights,1,0,0,1
"I listened, and tossed about, and, finally, dressed and descended.",2,Wuthering Heights,0,0,0,1
"It was too irksome to lie there, harassing my brain with a hundred idle misgivings.",2,Wuthering Heights,0,0,0,1
"I distinguished Mr. Heathcliff s step, restlessly measuring the floor, and he frequently broke the silence by a deep inspiration, resembling a groan.",2,Wuthering Heights,0,0,0,1
"He muttered detached words also; the only one I could catch was the name of Catherine, coupled with some wild term of endearment or suffering; and spoken as one would speak to a person present; low and earnest, and wrung from the depth of his soul.",2,Wuthering Heights,0,0,0,1
"I had not courage to walk straight into the apartment; but I desired to divert him from his reverie, and therefore fell foul of the kitchen fire, stirred it, and began to scrape the cinders.",2,Wuthering Heights,0,0,0,1
It drew him forth sooner than I expected.,2,Wuthering Heights,0,0,0,1
"He opened the door immediately, and said Nelly, come here is it morning?",2,Wuthering Heights,0,0,0,1
Come in with your light.,2,Wuthering Heights,1,0,0,1
"It is striking four, I answered.",2,Wuthering Heights,0,0,0,1
You want a candle to take upstairs: you might have lit one at this fire.,2,Wuthering Heights,0,0,0,1
"No, I don t wish to go upstairs, he said.",2,Wuthering Heights,0,0,0,1
"Come in, and kindle _me_ a fire, and do anything there is to do about the room.",2,Wuthering Heights,0,0,0,1
"I must blow the coals red first, before I can carry any, I replied, getting a chair and the bellows.",2,Wuthering Heights,0,0,0,1
"He roamed to and fro, meantime, in a state approaching distraction; his heavy sighs succeeding each other so thick as to leave no space for common breathing between.",2,Wuthering Heights,0,0,0,1
"When day breaks I ll send for Green, he said; I wish to make some legal inquiries of him while I can bestow a thought on those matters, and while I can act calmly.",2,Wuthering Heights,0,0,0,1
I have not written my will yet; and how to leave my property I cannot determine.,2,Wuthering Heights,0,0,0,1
I wish I could annihilate it from the face of the earth.,2,Wuthering Heights,0,0,0,1
"I would not talk so, Mr. Heathcliff, I interposed.",2,Wuthering Heights,0,0,0,1
Let your will be a while: you ll be spared to repent of your many injustices yet!,2,Wuthering Heights,0,0,0,1
"I never expected that your nerves would be disordered: they are, at present, marvellously so, however; and almost entirely through your own fault.",2,Wuthering Heights,0,0,0,1
The way you ve passed these three last days might knock up a Titan.,2,Wuthering Heights,0,0,0,1
"Do take some food, and some repose.",2,Wuthering Heights,0,0,0,1
You need only look at yourself in a glass to see how you require both.,2,Wuthering Heights,0,0,0,1
"Your cheeks are hollow, and your eyes blood-shot, like a person starving with hunger and going blind with loss of sleep.",2,Wuthering Heights,0,0,0,1
"It is not my fault that I cannot eat or rest, he replied.",2,Wuthering Heights,0,0,0,1
I assure you it is through no settled designs.,2,Wuthering Heights,0,0,0,1
"I ll do both, as soon as I possibly can.",2,Wuthering Heights,0,0,0,1
But you might as well bid a man struggling in the water rest within arms length of the shore!,2,Wuthering Heights,0,0,0,1
"I must reach it first, and then I ll rest.",2,Wuthering Heights,1,0,0,1
"Well, never mind Mr. Green: as to repenting of my injustices, I ve done no injustice, and I repent of nothing.",2,Wuthering Heights,0,0,0,1
I m too happy; and yet I m not happy enough.,2,Wuthering Heights,0,0,0,1
"My soul s bliss kills my body, but does not satisfy itself.",2,Wuthering Heights,0,0,0,1
"Happy, master?",2,Wuthering Heights,1,0,0,1
Strange happiness!,2,Wuthering Heights,1,0,0,1
"If you would hear me without being angry, I might offer some advice that would make you happier.",2,Wuthering Heights,0,0,0,1
What is that?,2,Wuthering Heights,1,0,1,1
Give it.,2,Wuthering Heights,0,0,0,1
"You are aware, Mr. Heathcliff, I said, that from the time you were thirteen years old you have lived a selfish, unchristian life; and probably hardly had a Bible in your hands during all that period.",2,Wuthering Heights,0,0,0,1
"You must have forgotten the contents of the book, and you may not have space to search it now.",2,Wuthering Heights,0,0,0,1
"Could it be hurtful to send for some one some minister of any denomination, it does not matter which to explain it, and show you how very far you have erred from its precepts; and how unfit you will be for its heaven, unless a change takes place before you die?",2,Wuthering Heights,0,0,0,1
"I m rather obliged than angry, Nelly, he said, for you remind me of the manner in which I desire to be buried.",2,Wuthering Heights,0,0,0,1
It is to be carried to the churchyard in the evening.,2,Wuthering Heights,0,0,0,1
"You and Hareton may, if you please, accompany me: and mind, particularly, to notice that the sexton obeys my directions concerning the two coffins!",2,Wuthering Heights,0,0,0,1
No minister need come; nor need anything be said over me.,2,Wuthering Heights,0,0,0,1
I tell you I have nearly attained _my_ heaven; and that of others is altogether unvalued and uncoveted by me.,2,Wuthering Heights,0,0,0,1
"And supposing you persevered in your obstinate fast, and died by that means, and they refused to bury you in the precincts of the kirk?",2,Wuthering Heights,0,0,0,1
"I said, shocked at his godless indifference.",2,Wuthering Heights,1,0,0,1
How would you like it?,2,Wuthering Heights,0,0,0,1
"They won t do that, he replied: if they did, you must have me removed secretly; and if you neglect it you shall prove, practically, that the dead are not annihilated!",2,Wuthering Heights,0,0,0,1
"As soon as he heard the other members of the family stirring he retired to his den, and I breathed freer.",2,Wuthering Heights,0,0,0,1
"But in the afternoon, while Joseph and Hareton were at their work, he came into the kitchen again, and, with a wild look, bid me come and sit in the house: he wanted somebody with him.",2,Wuthering Heights,0,0,0,1
"I declined; telling him plainly that his strange talk and manner frightened me, and I had neither the nerve nor the will to be his companion alone.",2,Wuthering Heights,0,0,0,1
